recommendationid,appid,input_text,positive_topics,negative_topics,labels
114748819,1921200,"I really enjoy this type of experimental horror. As it has origins in a novel, it is very heavy in words and low in descriptions, but this takes nothing from the strange prose and story.","[""story""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29724377,468700,Awesome little game. Runs flawlessly on my GTX 1080 and HTC Vive,"[""performance""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122270426,2057790,"Greatly inspired by Journey, Loop is a hidden gem of a puzzle game. Loop is a ""zen game"" focused on telling a beautiful story through its eye-watering visuals and fantastic music. - Oh right, the music! The music alone could be enough of a reason to buy the game. If you watched the show ""Made in Abyss"" (best anime of 2017), you would know what type of music I'm talking about! All through the game it was giving me goosebumps. - The gameplay is relaxing and easy to learn, but since it is a puzzle game you will need to use your head to progress. Don't expect nothing incredibly difficult though, as it is focused more on the jorney of the characters and players. -The story is cleverly told without any dialog, just how the characters act and react. I don't wan't to spoil any of it but it got me hooked! -The controls are as good and easy as they get! Together with the sound effects, it makes you feel satisfied with every action you perform! I think the game is really worth the price, so please give it a chance!","[""gameplay"", ""story"", ""graphics"", ""audio"", ""controls"", ""value""]",[],"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29847861,555210,"Let's start with a quick Pros and Cons list and then I'll add some depth to the review. Pros + Engaging Story + Emergent Story + Unexpected Variant Endings + Quality ambient music throughout + Best ending saved 'til last (MUST complete other endings to unlock) + No Nudity, No Sex scenes (except passionate kissing), No language, No Dating + None of the other immature 'mature' content that some authors resort to in order to increase interest in their story. Cons - Translation to English is not always strong - Fairly basic images - Images don't always show the story as written - First few endings seem arbitrary - Long periods of reading with very few choices - Dialogue lacks depth at times More Detail Starting off I was quite disappointed in this game. It calls itself a visual novel, but very little variety in the very basic visuals left me feeling that I'd wasted my money on this game (and the game is FREE). The early story feels very contrived and very predictable, in pretty much the same way as the back story of almost any cheap RPG does. I mean, seriously, three teenage boys going to spend their Halloween night in the woods where others have disappeared on past Halloweens. You have to admit that sounds as contrived as you would ever find in any game. After my first very abritrary seeming death, the only thing that kept me hanging in there was pure stubborn-ness. The game had good reviews, so surely the other choice had to be better. Each alternate path adds to the storyline, while cleverly introducing questions about the real story that kept me unsure until the very end of the final (unlocked) ending. What appeared to be a B-grade Halloween horror story turned into a well-constructed A-grade 'not horror' story (no spoilers here). It took me three hours to read through all the possible endings. So, this game is quite playable in one evening. If you have read this far in my review, let me suggest something to you. I think the story unfolds quite well if you experience the endings in an order. Without micro-analysing the endings to come up with a specific order that you would have to write down or come back and read, here's an easy way to do it that will still work well for the story: When you a given a choice to make in the game, hit ESC and save your game on the decision screen. Always take the first option whenever given a choice. After you've seen the ending, LOAD the last choice made and take the other path (all choices are binary). This will get some of the poorer endings out of the way early, and the story will unfold interestingly later (remembering that you will need to see all the endings and if you don't read your way to each ending you will miss important plot points, even on the 'bad' endings). Graphics: 3/10 Music: 7/10 Story: 9/10 Replayability: 2/10 Overall: 8/10 This game gives a good payoff for persevering. Incidentally, this is one of very few games that I have got all the Steam Achievements for.","[""story"", ""audio""]","[""graphics"", ""localization"", ""replayability""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
201877509,3426920,"After some point, the game will not show any differences in the room and you just have a 50/50 shot at guessing correctly. i even went as far as taking pictures of the main room and comparing everything, there'll be no differences after careful analysis, and id somehow be wrong and get sent back to the start. The only good thing about this game was the cat rave which did make me smile, but the fact that is a bug to stop you from actually eventually winning the game is not acceptable","[""other""]","[""bugs"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29939072,588180,"Very addictive little game, excellent graphics and low system requirements make it a perfect indie game from a new dev.","[""graphics"", ""value"", ""performance""]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203231200,1836730,"You can do flips just by looking around mid air.. You can wall ride in any direction or grapple, and use bullet time to hit tricks like it's Max Payne Titanfall Pro Skater. Lots of replay-ability and completionism if you enjoy your playthrough and need more. +You can play with friends +turn on a PVP mode through the Perks system. +A Brand new free DLC that places you on the planet surface instead of in the skies.","[""content"", ""gameplay"", ""monetization"", ""multiplayer"", ""replayability""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171630992,3013280,"I just got this a few weeks back and I am having so much fun messing around with it. As a Dungeon Master, I have a bit of a difficult time keeping combat running smoothly and keeping track of what creatures have and haven't been damaged. This has changed that struggle for me and now combat seems to go so much smoother.","[""gameplay""]","[""ui_ux""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
143192718,2386730,"I have yet to use the extra stuff with the Deluxe stuff. Just wanted Early Access, other stuff was a bonus. Game is good. So thumbs up for this.","[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34703338,686510,"The content may only be fully appreciated by scoops who know all the inside jokes of Matt and Mattingly's Ice Cream Social podcast, but this is a honestly fun and challenging game. You'll be playing over and over to experience ALL the various levels and the unique challenges they bring as you try to top the leaderboard. The game can get difficult and I recommend playing this game with your keyboard or a Steam controller because trying to play using the mouse is a challenge in it's own right. Make sure to read the instructions up front because it took me a few rounds before I realized that the soda is actually an organic soda and falls under the healthy food category. Quite fun and makes a great party game to challenge friends with. You should definitely give ICS a listen and become a scoop yourself: [URL] or wherever you get your podcasts from.","[""gameplay"", ""replayability""]","[""controls""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202534554,521540,"I've read and enjoyed a fair few Ebihime VNs by this point, but I can't really recommend this one. Store page says it's a medieval fantasy but there's nothing medieval about it -- certainly not the character art nor the backgrounds. The worldbuilding is quite generic, and better background art could have done a lot of the heavylifting in terms of making the world feel real. The use of photos for backgrounds with extremely stylised sprites is a visually unpleasant combination in my opinion, particularly since no effort was made to remove obviously modern touches from the backgrounds. It's very anime inspired -- you can see it in the character tropes, behaviour, and even the sound effects used in their speech. With how disjointed this visual novel was, it just added another layer of confusion to a rather jumbled mixture of elements. I did like how different routes revealed different bits of information about the events in the first part of the game. I found some of the characters obnoxious, and the dialogue tedious at times. All in all, this one's kind of a miss for me.","[""story""]","[""graphics"", ""content"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
55871533,600150,"If you're thinking of buying this because it reminds you of Crossbows and Catapults... or because it looks like fun... You'd be wrong. On both accounts. I purchased this on a whim because of what I wanted it to be, and ignored the many accurate reviews telling me what it actually was. Don't do the same. If a developer reads this and cares - I'd love to help you ""fix"" this... because the idea is really cool.",[],"[""gameplay"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
194168142,3515240,"In short, the game is cool. But there is a fat disadvantage - there are few servers with online access. Well, if there is a server with a lot of online access, then now we will talk about those servers from which my life burned out. So, welcome to the Clean Racing server. And so I have a little question for the creators of these servers: What are you, fucking scum? Seriously, you are a game where you have to race for survival, create servers with a clean rating. You fucking faggots, go to your Grand Huizmo and play, why the fuck did you come here???","[""gameplay""]","[""multiplayer"", ""network_server""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
64178060,1211680,"These are literally ""face"" options. They are not accessories you can apply to any face in character creation, they are forever glued to the default face you see in the preview images.",[],"[""ui_ux"", ""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
18315727,111010,"Excellent story but a very shaky flash implementation that really detracts from the experience. Many crashes that required a hard reset to recover from. To be honest I would not have purchased it if it was clear to me that it was written in flash, so I guess I see why they didn't tell me... Worth playing but just be aware.","[""story""]","[""performance"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
201593514,597170,Super underrated endless beat em up. Took 4 hours to get to insanium 136. Fastest 4 hours of my life tho,"[""gameplay"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201989575,1517340,"Spoiler-free review. From the Darkness is one of the few casual horror games that genuinely manages to scare, and it is absolutely worth playing for fans of psychological horror. Right from the beginning, the atmosphere is deeply unsettling. The player enters a seemingly abandoned building that seems empty, but with an uncanny sense that something is there. The unease builds as the main character explores the grandfather’s apartment, which, although small and made up of only a few rooms, never feels repetitive or boring. It is not claustrophobic in the traditional sense, but it creates a terrifying sense of helplessness, as if there is no way to escape should something go wrong. The horror here does not rely on constant jump scares. Most of the fear comes from the atmosphere and eerie events that slowly chip away at your sense of safety. The lack of music adds to the dread. Background audio shifts between silence and disturbing ambient noises. The sound effects all carefully chosen and realistic, no cheap or awkward noises. I want not deny that part of why I enjoyed this game is because it taps into my own personal fears and perception of horror. Since I am passionate about psychological and Victorian horror, I appreciated that the game does not rely on cheap scares or mythical monsters. Instead, it builds tension through unsettling situations and the looming presence of something unseen. What really surprised me about From the Darkness is how well-crafted it is for a casual horror game. It captures the kind of psychological dread and lasting trauma I have only felt from iconic horror filmmakers or classic games like the original Alone in the Dark and Resident Evil. As a horror enthusiast who is deeply familiar with Lovecraft, Poe, and cult classics across media, I can honestly say this game holds its own: no cheap scares, just pure, haunting atmosphere that lingers long after playing. From a technical standpoint, it holds up very well. I encountered no bugs or glitches, and the game ran smoothly on Linux, which is always a plus. From the Darkness is reasonably priced for what it offers. However, if you are unsure, waiting for a sale might be a good idea.","[""audio"", ""gameplay"", ""graphics"", ""story""]","[""value""]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
16839120,352150,"Sure, 3 months late and pre-purchase content just now is available for download. So, where is our ""best experience"" such as soft-engine, 2 missing stage and online? Oh, wait, it's a Koei Tecmo ""Port"" isn't it? [URL]",[],"[""content"", ""updates_support"", ""performance""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
